id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best_est,high_est,low_est
78211,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"Xinhua 8 Jan 2013 ""Afghan police kill 4 Taliban fighters, detain 2",,,,Interior Ministry,4,Wardak province,,Wardak province,,34.250000,68.000000,POINT (68.000000 34.250000),179057,Afghanistan,700,Asia,2,2,01/07/2013 00:00:00,01/08/2013 00:00:00,0,1,0,0,1,1,1,
78212,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"Xinhua 8 Jan 2013 ""Afghan police kill 4 Taliban fighters, detain 2",,,,Interior Ministry,4,Ghazni province,,Ghazni province,,33.333330,67.750000,POINT (67.750000 33.333330),177616,Afghanistan,700,Asia,2,2,01/07/2013 00:00:00,01/08/2013 00:00:00,0,1,0,0,1,1,1,
78214,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,http://icasualties.org/OEF/Fatalities.aspx,,,,iCasualties,5,Western Afghanistan,,,,34.015449,62.739639,POINT (62.739639 34.015449),179046,Afghanistan,700,Asia,1,1,01/11/2013 00:00:00,01/11/2013 00:00:00,0,0,0,0,0,1,0,
78215,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"Voice of Jihad website, in Pashto 8 Jan 13 (BBC 8 Jan 2013 ""Taleban report attack on government soldiers in Afghan north"") /(2)Afghan Islamic Press news agency, Peshawar, in Pashto 0513 gmt 9 Jan 13 (BBC 9 Jan 2013 ""District prison chief, four security personnel killed in Afghan north"")",,,,Security source/Taleban,3,Archi district,,Kunduz province,Archi district,36.972465,69.163284,POINT (69.163284 36.972465),182659,Afghanistan,700,Asia,1,1,01/08/2013 00:00:00,01/08/2013 00:00:00,2,0,0,1,3,3,3,
78216,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"Voice of Jihad website, in Pashto 8 Jan 13 (BBC 8 Jan 2013 ""Taleban report attack on government soldiers in Afghan north"") /(2)Afghan Islamic Press news agency, Peshawar, in Pashto 0513 gmt 9 Jan 13 (BBC 9 Jan 2013 ""District prison chief, four security personnel killed in Afghan north"")",,,,Security source/Taleban,3,Archi district,,Kunduz province,Archi district,36.972465,69.163284,POINT (69.163284 36.972465),182659,Afghanistan,700,Asia,1,1,01/08/2013 00:00:00,01/08/2013 00:00:00,2,0,0,0,2,2,2,
78221,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"Radio Killid, Jalalabad, in Pashto 1230 gmt 8 Jan 13 (BBC 9 Jan 2013 ""Programme summary of Afghan Nangarhar Killid Radio news 1230 gmt 8 Jan 12"")",,,,Local official,2,Wazir village,,Nangarhar province,Khogyani district,34.196796,70.159393,POINT (70.159393 34.196796),179061,Afghanistan,700,Asia,1,1,01/08/2013 00:00:00,01/08/2013 00:00:00,0,2,0,0,2,2,2,
78222,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"Radio Killid, Jalalabad, in Pashto 1230 gmt 8 Jan 13 (BBC 9 Jan 2013 ""Programme summary of Afghan Nangarhar Killid Radio news 1230 gmt 8 Jan 12"")",,,,Local official,3,Khogyani district,,Nangarhar province,Khogyani district,34.227055,70.146752,POINT (70.146752 34.227055),179061,Afghanistan,700,Asia,1,1,01/08/2013 00:00:00,01/08/2013 00:00:00,0,0,0,0,0,2,0,
78223,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"Radio Killid, Jalalabad, in Pashto 1230 gmt 8 Jan 13 (BBC 9 Jan 2013 ""Programme summary of Afghan Nangarhar Killid Radio news 1230 gmt 8 Jan 12"")",,,,Local official,3,Wata Pur district,,Kunar province,Wata Pur district,34.998476,71.081975,POINT (71.081975 34.998476),179783,Afghanistan,700,Asia,1,1,01/08/2013 00:00:00,01/08/2013 00:00:00,0,3,0,0,3,3,3,
78224,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"Xinhua 9 Jan 2013 ""7 militants killed, 22 arrested in Afghan operations: gov't",,,,Interior Ministry,6,Afghanistan,,,,33.000000,65.000000,POINT (65.000000 33.000000),177611,Afghanistan,700,Asia,1,2,01/08/2013 00:00:00,01/09/2013 00:00:00,0,2,0,0,2,2,2,
78227,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"Afghan Islamic Press news agency, Peshawar, in Pashto 0611 gmt 10 Jan 13 (BBC 10 Jan 2013 ""Taleban commander killed, three detained in clash in Afghan north"")",,,,,1,Sar-e bazaar suburb,,Takhar province,Ishkamish district (Takhar),36.377373,69.312859,POINT (69.312859 36.377373),181939,Afghanistan,700,Asia,1,2,01/09/2013 00:00:00,01/10/2013 00:00:00,0,0,0,1,1,1,1,
78228,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"Voice of Jihad website, in Pashto 10 Jan 13 (BBC 11 Jan 2013 ""Taleban report attack on foreign, government forces in Khogiani in Afghan east "") /(2)Xinhua 10 Jan 2013 ""Afghan forces kill 3 Taliban, wounds 2"" /(3)Radio Killid, Jalalabad, in Pashto 1230 gmt 10 Jan 13 (BBC 12 Jan 2013 ""Programme summary of Afghan Nangarhar Killid Radio news 1230 gmt 10 Jan 12)",,,,Security source/Taleban,2,Wazir village,,Nangarhar province,Khogyani district,34.196796,70.159393,POINT (70.159393 34.196796),179061,Afghanistan,700,Asia,1,1,01/10/2013 00:00:00,01/10/2013 00:00:00,0,3,0,0,3,3,3,
78229,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"Voice of Jihad website, in Pashto 10 Jan 13 (BBC 11 Jan 2013 ""Taleban report attack on foreign forces in Afghan east"")",,,,Taleban,1,Toto village,,Nangarhar province,Sherzad district,34.277500,69.951900,POINT (69.951900 34.277500),179060,Afghanistan,700,Asia,1,1,01/10/2013 00:00:00,01/10/2013 00:00:00,0,2,0,0,2,2,2,
78230,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"Afghan Islamic Press news agency, Peshawar, in Pashto 0430 gmt 11 Jan 13 (BBC 11 Jan 2013 ""Taleban claim killing four police soldiers in Afghan west"") /(2)Xinhua 11 Jan 2013 ""5 Afghan policemen killed in checkpoint attack in western province"" /(3)Voice of Jihad website, in Pashto 11 Jan 13 (BBC 11 Jan 2013 ""Taleban report attack on security post in Afghan west"")",,,,Security source/Taleban,1,Abla-i-Miranzai village,,Badghis province,Muqur district (Badghis),35.047695,63.296009,POINT (63.296009 35.047695),180487,Afghanistan,700,Asia,1,1,01/10/2013 00:00:00,01/10/2013 00:00:00,5,1,0,0,6,7,6,
78231,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"AP 12 Jan 2013 ""Army soldier based at Fort Stewart killed in Afghanistan during attack on patrol"" /(2)http://icasualties.org/OEF/Fatalities.aspx",,,,US Defense Department,3,Khogyani district,,Nangarhar province,Khogyani district,34.227055,70.146752,POINT (70.146752 34.227055),179061,Afghanistan,700,Asia,1,1,01/10/2013 00:00:00,01/10/2013 00:00:00,1,0,0,0,1,1,1,
78233,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"Voice of Jihad website, in Pashto 11 Jan 13 (BBC 11 Jan 2013 ""ban say their fighter killed by government forces in Afghan east "")",,,,Taleban,2,Sheykhan village,,Laghman province,Alingar district,34.763996,70.390991,POINT (70.390991 34.763996),179781,Afghanistan,700,Asia,1,1,01/11/2013 00:00:00,01/11/2013 00:00:00,0,1,0,0,1,2,1,
78237,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"Voice of Jihad website, in Pashto 13 Jan 13 (BBC 13 Jan 2013 ""Taleban report fighting with militias in Afghan east"")",,,,Taleban,2,Mandagal area,,Nuristan province,Kamdesh district,35.453482,71.313080,POINT (71.313080 35.453482),180503,Afghanistan,700,Asia,1,1,01/11/2013 00:00:00,01/11/2013 00:00:00,0,0,0,0,0,2,0,
78238,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"Xinhua 12 Jan 2013 ""Afghan police kill 5 Taliban fighters",,,,Interior Ministry,3,Kamdesh district,,Nuristan province,Kamdesh district,35.483273,71.314533,POINT (71.314533 35.483273),180503,Afghanistan,700,Asia,1,1,01/12/2013 00:00:00,01/12/2013 00:00:00,0,5,0,0,5,5,5,
78240,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,http://icasualties.org/OEF/Fatalities.aspx,,,,iCasualties,3,Lashkar Gah district,,Hilmand province,Lashkar Gah district,31.564428,64.557740,POINT (64.557740 31.564428),175450,Afghanistan,700,Asia,1,1,01/14/2013 00:00:00,01/14/2013 00:00:00,1,0,0,0,1,1,1,
78241,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"Reuters 13 Jan 2013 ""Seven Afghan civilians killed in mosque blast"" /(2)AP 13 Jan 2013 ""Afghan government: 7 civilians killed by blast while digging through rubble after night raid",,,,ISAF/Taleban/Local official,1,Hasankhel village,,Wardak province,Saydabad district,34.016900,68.770200,POINT (68.770200 34.016900),179058,Afghanistan,700,Asia,1,1,01/12/2013 00:00:00,01/12/2013 00:00:00,1,4,0,0,5,5,5,
78246,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"Radio Killid, Jalalabad, in Pashto 1230 gmt 13 Jan 13 (BBC 14 Jan 2013 ""Programme summary of Afghan Nangarhar Killid Radio news 1230 gmt 13 Jan 13"")",,,,Police spokesman,2,Sirkanay district,,Kunar province,Sirkanay district,34.750462,71.118319,POINT (71.118319 34.750462),179783,Afghanistan,700,Asia,1,2,01/11/2013 00:00:00,01/13/2013 00:00:00,1,0,0,0,1,1,1,
78247,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"Xinhua 14 Jan 2013 ""3 Taliban insurgents killed in Afghan operations"" /(2)Afghan Islamic Press news agency, Peshawar, in Pashto 0802 gmt 14 Jan 13 (BBC 14 Jan 2013 ""Three including child killed in NATO-Afghan operation in east"")",,,,ISAF/Local official,1,Sada Khel village,,Nangarhar province,Sherzad district,34.258900,69.947700,POINT (69.947700 34.258900),179060,Afghanistan,700,Asia,1,1,01/14/2013 00:00:00,01/14/2013 00:00:00,0,0,0,3,3,3,3,
78249,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"Afghan Channel One (1TV), Kabul in Dari 0430 gmt 15 Jan 13 (BBC 15 Jan 2013 ""Four killed in mine blast in Afghan south"") /(2)Xinhua 15 Jan 2013 ""Roundup: Afghan conflicts leave 11 dead, 21 militants detained",,,,Local official,3,Miya Nishin district,,Kandahar province,Miya Nishin district,32.378207,66.335951,POINT (66.335951 32.378207),176173,Afghanistan,700,Asia,1,1,01/14/2013 00:00:00,01/14/2013 00:00:00,0,0,3,0,3,4,3,
78253,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"Xinhua 15 Jan 2013 ""3 insurgents killed, 10 arrested in separate operations in Afghanistan",,,,ISAF,2,Baraki Barak district,,Logar province,Baraki Barak district,33.929854,68.886195,POINT (68.886195 33.929854),178338,Afghanistan,700,Asia,1,1,01/15/2013 00:00:00,01/15/2013 00:00:00,0,3,0,0,3,3,3,
78254,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"Xinhua 15 Jan 2013 ""Roundup: Afghan conflicts leave 11 dead, 21 militants detained",,,,Police spokesman,3,Bakwa district,,Farah province,Bakwa district,32.216830,62.882730,POINT (62.882730 32.216830),176166,Afghanistan,700,Asia,1,2,01/14/2013 00:00:00,01/15/2013 00:00:00,0,5,0,0,5,5,5,
78257,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"Radio Killid, Jalalabad, in Pashto 1230 gmt 15 Jan 13 (BBC 16 Jan 2013 ""Programme summary of Afghan Nangarhar Killid Radio news 1230 gmt 15 Jan 12"")",,,,Local official,2,Bati Kot district,,Nangarhar province,Bati Kot district,34.290316,70.761085,POINT (70.761085 34.290316),179062,Afghanistan,700,Asia,1,2,01/13/2013 00:00:00,01/15/2013 00:00:00,0,2,0,0,2,2,2,
78258,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"Voice of Jihad website, in Pashto 16 Jan 13 (BBC 16 Jan 2013 ""Taleban say eight soldiers killed, two posts conquered in Afghan south"")",,,,Taleban,3,Kajran district,,Daykundi province,Kajran district,33.212235,65.617385,POINT (65.617385 33.212235),177612,Afghanistan,700,Asia,1,1,01/15/2013 00:00:00,01/15/2013 00:00:00,0,1,0,0,1,1,1,
78260,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"Voice of Jihad website, in Pashto 16 Jan 13 (BBC 16 Jan 2013 ""Taleban report fighting with foreign forces in Afghan east"")",,,,Taleban,2,Bati Kot district,,Nangarhar province,Bati Kot district,34.290316,70.761085,POINT (70.761085 34.290316),179062,Afghanistan,700,Asia,1,1,01/15/2013 00:00:00,01/15/2013 00:00:00,0,1,0,0,1,1,1,
78262,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"Xinhua 16 Jan 2013 ""4th LD Writethru: 6 suicide bombers killed, 30 Afghan civilians injured"" /(2)Reuters 16 Jan 2013 ""UPDATE 4-Six bombers attack Afghan spy agency, kill two"" /(3)Daily Outlook Afghanistan 17 Jan 2013 ""Taliban's Attack in Capital",,,,Police spokesman,1,Kabul city,,Kabul province,Kabul district,34.531094,69.162796,POINT (69.162796 34.531094),179779,Afghanistan,700,Asia,1,1,01/16/2013 00:00:00,01/16/2013 00:00:00,1,6,0,0,7,8,7,
78264,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"Voice of Jihad website, in Pashto 16 Jan 13 (BBC 17 Jan 2013 ""Taleban report clash with US forces in Shindand in Afghan west"" /(2)Afghan Islamic Press news agency, Peshawar, in Pashto 0946 gmt 17 Jan 13 (BBC 17 Jan 2013 ""Two women, two Taleban killed in operation in Afghan west"")",,,,Security source/Taleban,2,Zer Koh sub-district,,Hirat province,Shindand district,33.192284,62.164119,POINT (62.164119 33.192284),177605,Afghanistan,700,Asia,1,1,01/16/2013 00:00:00,01/16/2013 00:00:00,0,2,2,0,4,4,4,
78265,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"Afghan Islamic Press news agency, Peshawar, in Pashto 0618 gmt 17 Jan 13 (BBC 17 Jan 2013 ""Intelligence employee, Taleban killed in clash in Afghan east"") /(2)Voice of Jihad website, in Pashto 17 Jan 13 (BBC 17 Jan 2013 ""Taleban say mojahed kills nine soldiers in Afghan east )",,,,Security source/Taleban,1,Jarkana village,,Ghazni province,Qarabagh district (Ghazni),33.213500,68.069500,POINT (68.069500 33.213500),177617,Afghanistan,700,Asia,1,1,01/16/2013 00:00:00,01/16/2013 00:00:00,1,1,0,0,2,2,2,
78266,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"Voice of Jihad website, in Pashto 17 Jan 13 (BBC 17 Jan 2013 ""Taleban say security post conquered, three soldiers killed in Afghan south"")",,,,Taleban,3,Baghran district,,Hilmand province,Baghran district,33.016315,65.044110,POINT (65.044110 33.016315),177611,Afghanistan,700,Asia,1,1,01/16/2013 00:00:00,01/16/2013 00:00:00,0,2,0,0,2,2,2,
78271,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"AP 22 Jan 2013 ""At least 2,044 US military deaths in Afghanistan since 2001"" /(2)http://icasualties.org/OEF/Fatalities.aspx",,,,US Defense Department,3,Panjwayi district,,Kandahar province,Panjwayi district,31.072875,65.158015,POINT (65.158015 31.072875),174731,Afghanistan,700,Asia,1,1,01/16/2013 00:00:00,01/16/2013 00:00:00,1,0,0,0,1,1,1,
78277,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"Xinhua 19 Jan 2013 ""1st LD Writethru: Two killed as suicide bombing rocks W. Afghan province",,,,Local official,3,Guzara district,,Hirat province,Guzara district,34.038332,62.044272,POINT (62.044272 34.038332),179045,Afghanistan,700,Asia,1,1,01/19/2013 00:00:00,01/19/2013 00:00:00,0,2,0,0,2,2,2,
78278,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"Xinhua 19 Jan 2013 ""Local Taliban leader killed in Afghan Nangarhar province: ISAF"" /(2)Afghan Islamic Press news agency, Peshawar, in Pashto 0924 gmt 19 Jan 13 (BBC 19 Jan 2013 ""Joint forces kill one civilian, arrest three others in Afghan east"")",,,,ISAF/Resident,1,Peshdare village,,Nangarhar province,Sherzad district,34.271400,69.932700,POINT (69.932700 34.271400),179060,Afghanistan,700,Asia,1,1,01/19/2013 00:00:00,01/19/2013 00:00:00,0,0,0,1,1,1,1,
78279,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"Afghan Islamic Press news agency, Peshawar, in Pashto 1325 gmt 19 Jan 13 (BBC 19 Jan 2013 ""Explosion kills two local militias in Afghan east"")",,,,Local official,1,Kalatak village,,Laghman province,Alingar district,34.749000,70.310000,POINT (70.310000 34.749000),179781,Afghanistan,700,Asia,1,1,01/19/2013 00:00:00,01/19/2013 00:00:00,2,0,0,0,2,2,2,
78281,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"Radio Killid, Jalalabad, in Pashto 1230 gmt 19 Jan 13 (BBC 20 Jan 2013 ""Programme summary of Afghan Nangarhar Killid Radio news 1230 gmt 19 Jan 13"") /(2)Afghan Islamic Press news agency, Peshawar, in Pashto 0722 gmt 20 Jan 13 (BBC 20 Jan 2013 ""Four Taleban killed in NATO air raid in Afghan east"")",,,,ISAF/Taleban/Military,1,Alingal village,,Kunar province,Ghaziabad district,35.136799,71.311699,POINT (71.311699 35.136799),180503,Afghanistan,700,Asia,1,1,01/19/2013 00:00:00,01/19/2013 00:00:00,0,4,0,0,4,5,2,
78282,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"Radio Killid, Jalalabad, in Pashto 1230 gmt 19 Jan 13 (BBC 20 Jan 2013 ""Ongoing fighting leaves five Taleban killed in Afghan east - radio "") /(2)Xinhua 20 Jan 2013 ""15 militants killed in Afghanistan",,,,ISAF/Police,1,Janjal Shega Kandar village,,Nangarhar province,Achin district,34.068900,70.675300,POINT (70.675300 34.068900),179062,Afghanistan,700,Asia,1,1,01/19/2013 00:00:00,01/19/2013 00:00:00,0,6,0,0,6,6,6,
78283,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"Xinhua 20 Jan 2013 ""15 militants killed in Afghanistan",,,,Gov official,3,Nad Ali district (Marja),,Hilmand province,Nad Ali district (Marja),31.625941,63.861445,POINT (63.861445 31.625941),175448,Afghanistan,700,Asia,1,1,01/19/2013 00:00:00,01/19/2013 00:00:00,0,9,0,0,9,9,9,
78284,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"Afghan Islamic Press news agency, Peshawar, in Pashto 0926 gmt 20 Jan 13 (BBC 20 Jan 2013 ""Nine Taleban reported killed in operations in Afghan south"")",,,,Local official,1,Shin Kalay village,,Hilmand province,Nad Ali district (Marja),31.643099,64.219299,POINT (64.219299 31.643099),175449,Afghanistan,700,Asia,1,1,01/19/2013 00:00:00,01/19/2013 00:00:00,0,0,1,0,1,1,1,
78286,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"Afghan Islamic Press news agency, Peshawar, in Pashto 1356 gmt 20 Jan 13 (BBC 21 Jan 2013 ""Two people killed in NATO air attack in Afghan north"")",,,,Security commander,2,Khadogan area,,Kunduz province,Khanabad district,36.735075,69.052634,POINT (69.052634 36.735075),182659,Afghanistan,700,Asia,1,1,01/20/2013 00:00:00,01/20/2013 00:00:00,0,0,0,2,2,2,2,
78289,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"Voice of Jihad website, in Pashto 21 Jan 13 (BBC 21 Jan 2013 ""Taleban say eight soldiers killed in clash in Afghan south"")",,,,Taleban,1,Sar Shakh village,,Hilmand province,Nahri Sarraj district (Greshk),31.718695,64.673286,POINT (64.673286 31.718695),175450,Afghanistan,700,Asia,1,1,01/20/2013 00:00:00,01/20/2013 00:00:00,0,1,0,0,1,1,1,
78292,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"Xinhua 21 Jan 2013 ""3rd LD Writethru: Taliban seizes building in Afghan capital, gunfight continues"" /(2) Xinhua 21 Jan 2013 ""Roundup: Taliban storm Traffic Police headquarters in Kabul, killing 1 police"" /(3)Xinhua 21 Jan 2013 ""2nd LD Writethru: 8 killed, 12 wounded in Taliban Kabul attack",,,,Police spokesman,1,Kabul city,,Kabul province,Kabul district,34.531094,69.162796,POINT (69.162796 34.531094),179779,Afghanistan,700,Asia,1,1,01/21/2013 00:00:00,01/21/2013 00:00:00,3,5,0,0,8,8,8,
78293,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"Afghan Islamic Press news agency, Peshawar, in Pashto 1625 gmt 21 Jan 13 (BBC 22 Jan 2013 ""Drone attack kills Taleban in eastern Afghanistan - officials"") /(2) Xinhua 22 Jan 2013 ""15 militants killed in NATO drone strike in E. Afghanistan",,,,Police/Taleban,1,Baz Gul village,,Kunar province,Nari district,35.418705,71.528694,POINT (71.528694 35.418705),180504,Afghanistan,700,Asia,1,1,01/21/2013 00:00:00,01/21/2013 00:00:00,0,0,0,14,14,15,14,
78294,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"Voice of Jihad website, in Pashto 22 Jan 13 (BBC 22 Jan 2013 ""Taleban say commander, five local policemen killed in attack in Afghan west "")",,,,Taleban,3,Qadis district,,Badghis province,Qadis district,34.817973,63.586809,POINT (63.586809 34.817973),179768,Afghanistan,700,Asia,1,1,01/21/2013 00:00:00,01/21/2013 00:00:00,0,1,0,0,1,1,1,
78299,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"Afghan Islamic Press news agency, Peshawar, in Pashto 0744 gmt 23 Jan 13 (BBC 23 Jan 2013 ""Two police killed in blast in Nawa in Afghan south"")",,,,Police/Taleban,1,Basolani Haji Tor Khan village,,Hilmand province,Nawa-i-Barak Zayi district,31.354800,64.294000,POINT (64.294000 31.354800),174729,Afghanistan,700,Asia,1,1,01/22/2013 00:00:00,01/22/2013 00:00:00,2,0,0,0,2,2,2,
78300,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"Voice of Jihad website, in Pashto 23 Jan 13 (BBC 23 Jan 2013 ""Taleban report attack on US forces in Afghan east"")",,,,Taleban,1,Isfanda Ulya village,,Ghazni province,Ghazni district,33.473995,68.399094,POINT (68.399094 33.473995),177617,Afghanistan,700,Asia,1,1,01/22/2013 00:00:00,01/22/2013 00:00:00,0,1,0,0,1,1,1,
78305,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"Afghan Islamic Press news agency, Peshawar, in Pashto 1345 gmt 23 Jan 13 (BBC 23 Jan 2013 ""Taleban fighters suffer casualties in drone attack in Afghan east"")",,,,Security source/Taleban,2,Wazir village,,Nangarhar province,Khogyani district,34.196796,70.159393,POINT (70.159393 34.196796),179061,Afghanistan,700,Asia,1,1,01/23/2013 00:00:00,01/23/2013 00:00:00,0,1,0,2,3,3,3,
78306,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"Xinhua 24 Jan 2013 ""1st LD Writethru: Roadside bomb kills 2 Afghan policemen, wounds 2 civilians",,,,Local official,4,Hirat province,,Hirat province,,34.500000,62.000000,POINT (62.000000 34.500000),179765,Afghanistan,700,Asia,1,1,01/23/2013 00:00:00,01/23/2013 00:00:00,1,0,0,0,1,1,1,
