id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best_est,high_est,low_est
63847,,2013,False,Clear,3,1047,624,Indian Mujahideen - Civilians,1047,1091,Indian Mujahideen - Civilians,1047,1047,Indian Mujahideen,9999,1,Civilians,10,"""The Telegraph,2013-02-22,Bicycle clue points to IM"";""Press Trust of India,2013-02-22,Specific alert was sent to Hyderabad yesterday morning: Centre"";""Press Trust of India,2013-02-22,Hyd blasts: Blame game over intel inputs, IM under scanner"";""Press Trust of India,2013-02-24,Hyd blasts: sleuths get ""clear clues"", letters purportedly by"";""The Telegraph,2013-03-12,A name to blast footage face"";""Indian Express,2013-09-26,'I prepared IEDs inspired by Hollywood... made them more lethal with sheets, nails'"";""SATP,2014-01-01,2013 India Timeline"";""The Hindu,2014-02-18,The bloody blow stays so deep

AU 	
M. Sai Gopal"";""NDTV,2013-03-06,Hyderabad blasts: Another victim dies, toll now at 17

AU 	
Reported by Uma Sudhir, Samira Shaikh"";""Press Trust of India,2014-01-02,Andhra saw terror strikes, protests over Telangana""",The Telegraph;Press Trust of India;Press Trust of India;Press Trust of India;The Telegraph;Indian Express;SATP;The Hindu;NDTV;Press Trust of India,2013-02-22;2013-02-22;2013-02-22;2013-02-24;2013-03-12;2013-09-26;2014-01-01;2014-02-18;2013-03-06;2014-01-02,"Bicycle clue points to IM;Specific alert was sent to Hyderabad yesterday morning: Centre;Hyd blasts: Blame game over intel inputs, IM under scanner;Hyd blasts: sleuths get ""clear clues"", letters purportedly by;A name to blast footage face;'I prepared IEDs inspired by Hollywood... made them more lethal with sheets, nails';2013 India Timeline;The bloody blow stays so deep

AU 	
M. Sai Gopal;Hyderabad blasts: Another victim dies, toll now at 17

AU 	
Reported by Uma Sudhir, Samira Shaikh;Andhra saw terror strikes, protests over Telangana",police,1,Hyderabad town,,Andhra Pradesh State,Hyderabad District,17.370858,78.464557,POINT (78.464557 17.370858),154597,India,750,Asia,1,1,02/21/2013 00:00:00,02/21/2013 00:00:00,0,0,17,0,17,17,17,
63848,,2013,True,Clear,1,309,309,Sudan:Government,11988,11988,Government of Sudan - SRF,112,112,Government of Sudan,1162,1162,SRF,1,"""All Africa,2013-04-11,SPLM-N - 16 Bombs Kill Five Civilians in Blue Nile, Sudan""",All Africa,2013-04-11,"SPLM-N - 16 Bombs Kill Five Civilians in Blue Nile, Sudan",,4,Blue Nile state,,Blue Nile state,,11.150000,34.100000,POINT (34.100000 11.150000),145869,Sudan,625,Africa,1,1,04/09/2013 00:00:00,04/09/2013 00:00:00,0,0,0,0,0,5,0,
63849,,2013,True,Clear,1,309,309,Sudan:Government,11988,11988,Government of Sudan - SRF,112,112,Government of Sudan,1162,1162,SRF,1,"""Agence France Presse,2013-04-12,'3 killed' as Sudan's S. Kordofan capital shelled""",Agence France Presse,2013-04-12,'3 killed' as Sudan's S. Kordofan capital shelled,,1,Kadugli town,,Southern Kordofan state,Kadugli district,11.016667,29.716667,POINT (29.716667 11.016667),145860,Sudan,625,Africa,1,1,04/12/2013 00:00:00,04/12/2013 00:00:00,0,0,3,0,3,3,3,
63850,,2013,True,Clear,1,309,309,Sudan:Government,11988,11988,Government of Sudan - SRF,112,112,Government of Sudan,1162,1162,SRF,1,"""All Africa,2013-04-15,SLA-MM 'In Control' of South Darfur Military Base - Rebels""",All Africa,2013-04-15,SLA-MM 'In Control' of South Darfur Military Base - Rebels,,4,Southern Darfur state,,Southern Darfur state,,11.500000,24.666667,POINT (24.666667 11.500000),146570,Sudan,625,Africa,1,1,04/14/2013 00:00:00,04/14/2013 00:00:00,0,0,0,0,0,40,0,
63851,,2013,True,Clear,1,309,309,Sudan:Government,11988,11988,Government of Sudan - SRF,112,112,Government of Sudan,1162,1162,SRF,1,"""All Africa,2013-04-15,Airstrikes Kill Two in Darfur's East Jebel Marra""",All Africa,2013-04-15,Airstrikes Kill Two in Darfur's East Jebel Marra,,3,Sharq Jabel Marra district,,Southern Darfur state,Sharq Jabel Marra district,13.050000,24.500000,POINT (24.500000 13.050000),148730,Sudan,625,Africa,1,1,04/11/2013 00:00:00,04/11/2013 00:00:00,0,0,2,0,2,2,2,
63852,,2013,True,Clear,2,12400,11721,Misseriya - Salamat Baggara,12400,12400,Misseriya - Salamat Baggara,1025,1025,Misseriya,994,994,Salamat Baggara,1,"""All Africa,2013-04-15,Despite Treaty, Central Darfur Tribal Clashes Resume""",All Africa,2013-04-15,"Despite Treaty, Central Darfur Tribal Clashes Resume",,3,Rahad El Berdi district,,Southern Darfur state,Rahad El Berdi district,11.073900,23.799400,POINT (23.799400 11.073900),145848,Sudan,625,Africa,1,1,04/11/2013 00:00:00,04/11/2013 00:00:00,0,2,0,0,2,2,2,
63853,,2013,True,Clear,2,12400,11721,Misseriya - Salamat Baggara,12400,12400,Misseriya - Salamat Baggara,1025,1025,Misseriya,994,994,Salamat Baggara,1,"""All Africa,2013-04-16,Six Salamat Killed, Two Injured in Separate Incidents in Central Darfur""",All Africa,2013-04-16,"Six Salamat Killed, Two Injured in Separate Incidents in Central Darfur",,3,Bindisi district,,Central Darfur state,Bindisi district,11.800000,22.850000,POINT (22.850000 11.800000),146566,Sudan,625,Africa,1,1,04/14/2013 00:00:00,04/14/2013 00:00:00,0,4,0,0,4,4,4,
63854,,2013,True,Clear,2,12400,11721,Misseriya - Salamat Baggara,12400,12400,Misseriya - Salamat Baggara,1025,1025,Misseriya,994,994,Salamat Baggara,1,"""All Africa,2013-04-16,Six Salamat Killed, Two Injured in Separate Incidents in Central Darfur""",All Africa,2013-04-16,"Six Salamat Killed, Two Injured in Separate Incidents in Central Darfur",,2,Garsila,,Central Darfur state,Wadi Salih district,12.366667,23.133333,POINT (23.133333 12.366667),147287,Sudan,625,Africa,2,2,04/14/2013 00:00:00,04/15/2013 00:00:00,0,2,0,0,2,2,2,
63855,,2013,True,Clear,1,309,309,Sudan:Government,11988,11988,Government of Sudan - SRF,112,112,Government of Sudan,1162,1162,SRF,1,"""Reuters News,2013-04-16,Rebels say seize military base in Sudan border oil state""",Reuters News,2013-04-16,Rebels say seize military base in Sudan border oil state,,2,Kadugli town,,Southern Kordofan state,Kadugli district,11.016667,29.716667,POINT (29.716667 11.016667),145860,Sudan,625,Africa,1,1,04/15/2013 00:00:00,04/15/2013 00:00:00,0,0,0,0,0,18,0,
63856,,2013,True,Clear,1,309,309,Sudan:Government,11988,11988,Government of Sudan - SRF,112,112,Government of Sudan,1162,1162,SRF,1,"""Agence France Presse,2013-04-16,4 civilians dead as army retakes Darfur town: AU-UN""",Agence France Presse,2013-04-16,4 civilians dead as army retakes Darfur town: AU-UN,,1,Labado village,,East Darfur state,Yassin district,12.065278,25.434444,POINT (25.434444 12.065278),147291,Sudan,625,Africa,1,1,04/16/2013 00:00:00,04/16/2013 00:00:00,0,0,4,0,4,4,4,
63857,,2013,True,Clear,1,309,309,Sudan:Government,11988,11988,Government of Sudan - SRF,112,112,Government of Sudan,1162,1162,SRF,1,"""All Africa,2013-04-17,Sudan SPLA-N Claims Control of Dandor Garrison Near Kadugli""",All Africa,2013-04-17,Sudan SPLA-N Claims Control of Dandor Garrison Near Kadugli,,4,Southern Kordofan state,,Southern Kordofan state,,11.000000,30.000000,POINT (30.000000 11.000000),145861,Sudan,625,Africa,1,1,04/15/2013 00:00:00,04/15/2013 00:00:00,0,4,0,0,4,19,4,
63858,,2013,True,Clear,1,309,309,Sudan:Government,11988,11988,Government of Sudan - SRF,112,112,Government of Sudan,1162,1162,SRF,1,"""Agence France Presse,2013-04-17,Sudan rebels, govt say ready for peace talks next week""",Agence France Presse,2013-04-17,"Sudan rebels, govt say ready for peace talks next week",,1,Kadugli town,,Southern Kordofan state,Kadugli district,11.016667,29.716667,POINT (29.716667 11.016667),145860,Sudan,625,Africa,1,1,04/17/2013 00:00:00,04/17/2013 00:00:00,0,0,1,0,1,1,1,
63859,,2013,True,Clear,3,112,480,Government of Sudan - Civilians,112,947,Government of Sudan - Civilians,112,112,Government of Sudan,9999,1,Civilians,2,"""All Africa,2013-04-18,Sudanese Troops Retake Control of East Darfur Towns, Confirm Army and Rebels"";""All Africa,2013-04-22,Pro-Govt Militia 'Kill 18 Civilians' in Muhajeriya and Labado, East Darfur""",All Africa;All Africa,2013-04-18;2013-04-22,"Sudanese Troops Retake Control of East Darfur Towns, Confirm Army and Rebels;Pro-Govt Militia 'Kill 18 Civilians' in Muhajeriya and Labado, East Darfur",,1,Labado village,,East Darfur state,Yassin district,12.065278,25.434444,POINT (25.434444 12.065278),147291,Sudan,625,Africa,1,2,04/16/2013 00:00:00,04/17/2013 00:00:00,0,0,18,0,18,18,18,
63861,,2013,True,Clear,1,309,309,Sudan:Government,11988,11988,Government of Sudan - SRF,112,112,Government of Sudan,1162,1162,SRF,1,"""All Africa,2013-04-19,Darfur Rebels Claim to Be in Control of Two Garrisons Near Nyala""",All Africa,2013-04-19,Darfur Rebels Claim to Be in Control of Two Garrisons Near Nyala,,4,Southern Darfur state,,Southern Darfur state,,11.500000,24.666667,POINT (24.666667 11.500000),146570,Sudan,625,Africa,1,1,04/18/2013 00:00:00,04/18/2013 00:00:00,2,0,0,0,2,17,0,
63862,,2013,True,Clear,1,227,227,India:Government,453,453,Government of India - CPI-Maoist,141,141,Government of India,195,195,CPI-Maoist,2,"""Press Trust of India,2013-02-22,Eight killed in Maoist landmine blast"";""Press Trust of India,2013-02-23,Mobile suspectedly belonging to Maoists seized by police""",Press Trust of India;Press Trust of India,2013-02-22;2013-02-23,Eight killed in Maoist landmine blast;Mobile suspectedly belonging to Maoists seized by police,police,2,Sherghati town,,Bihar State,Gaya District,24.561976,84.798881,POINT (84.798881 24.561976),165410,India,750,Asia,1,1,02/22/2013 00:00:00,02/22/2013 00:00:00,8,0,0,0,8,8,8,
63864,,2013,True,Clear,1,309,309,Sudan:Government,11988,11988,Government of Sudan - SRF,112,112,Government of Sudan,1162,1162,SRF,1,"""All Africa,2013-04-23,Nyala Airport Comes Under Attack As Darfur Rebels Claim Responsibility""",All Africa,2013-04-23,Nyala Airport Comes Under Attack As Darfur Rebels Claim Responsibility,,3,Nyala district,,Southern Darfur state,Nyala district,12.050000,24.883333,POINT (24.883333 12.050000),147290,Sudan,625,Africa,1,1,04/22/2013 00:00:00,04/22/2013 00:00:00,0,0,0,0,0,100,0,
63865,,2013,True,Clear,1,309,309,Sudan:Government,11988,11988,Government of Sudan - SRF,112,112,Government of Sudan,1162,1162,SRF,3,"""Agence France Presse,2013-04-23,3 rebel 'commanders' killed in Darfur battle"";""Reuters News,2013-04-23,UPDATE 1-Sudan, South Sudan agree to open 10 border crossings"";""All Africa,2013-04-24,Rebels, Sudan Army Claim Victory in South Darfur, Thousands Fled""",Agence France Presse;Reuters News;All Africa,2013-04-23;2013-04-23;2013-04-24,"3 rebel 'commanders' killed in Darfur battle;UPDATE 1-Sudan, South Sudan agree to open 10 border crossings;Rebels, Sudan Army Claim Victory in South Darfur, Thousands Fled",,3,Nyala district,,Southern Darfur state,Nyala district,12.050000,24.883333,POINT (24.883333 12.050000),147290,Sudan,625,Africa,1,1,04/23/2013 00:00:00,04/23/2013 00:00:00,2,5,0,0,7,89,7,
63867,,2013,True,Clear,1,309,309,Sudan:Government,11988,11988,Government of Sudan - SRF,112,112,Government of Sudan,1162,1162,SRF,2,"""Agence France Presse,2013-04-28,Fear and anger follow Sudanese rebel strike"";""All Africa,2013-04-30,AU Condemns Attacks in Sudan's N. Kordofan, S. Kordofan States""",Agence France Presse;All Africa,2013-04-28;2013-04-30,"Fear and anger follow Sudanese rebel strike;AU Condemns Attacks in Sudan's N. Kordofan, S. Kordofan States",,4,Northern Kordofan state,,Northern Kordofan state,,14.500000,29.500000,POINT (29.500000 14.500000),150900,Sudan,625,Africa,1,1,04/27/2013 00:00:00,04/27/2013 00:00:00,9,4,0,0,13,13,13,
63868,,2013,True,Clear,3,112,480,Government of Sudan - Civilians,112,947,Government of Sudan - Civilians,112,112,Government of Sudan,9999,1,Civilians,1,"""All Africa,2013-04-29,Sudan Police Denies Firing Shots At Protestors in East Khartoum""",All Africa,2013-04-29,Sudan Police Denies Firing Shots At Protestors in East Khartoum,,1,Om Doum,,Khartoum state,Bahri district,15.545100,32.637500,POINT (32.637500 15.545100),152346,Sudan,625,Africa,1,1,04/26/2013 00:00:00,04/26/2013 00:00:00,0,0,0,0,0,1,0,
63869,,2013,True,Clear,1,364,364,India:Kashmir,792,792,Government of India - Kashmir insurgents,141,141,Government of India,325,325,Kashmir insurgents,6,"""Press Trust of India,2013-02-24,NEWSALERT-SARPANCH"";""Press Trust of India,2013-02-24,Sarpanch shot dead by suspected militants in JK"";""Press Trust of India,2013-02-24,(REOPENS DEL58)"";""Indian Express,2013-02-25,Another sarpanch shot dead in J&K"";""The Telegraph,2013-02-25,Valley sarpanch shot dead"";""Press Trust of India,2013-02-25,Sarpanch might have been killed due to personal rivalry: Govt""",Press Trust of India;Press Trust of India;Press Trust of India;Indian Express;The Telegraph;Press Trust of India,2013-02-24;2013-02-24;2013-02-24;2013-02-25;2013-02-25;2013-02-25,NEWSALERT-SARPANCH;Sarpanch shot dead by suspected militants in JK;(REOPENS DEL58);Another sarpanch shot dead in J&K;Valley sarpanch shot dead;Sarpanch might have been killed due to personal rivalry: Govt,officials,1,Kalantra Pain town,,Jammu and Kashmir State,Baramulla District,34.105537,74.433677,POINT (74.433677 34.105537),179069,India,750,Asia,1,1,02/24/2013 00:00:00,02/24/2013 00:00:00,1,0,0,0,1,1,0,
63870,,2013,True,Clear,1,11345,11345,South Sudan:Government,11805,11805,Government of South Sudan - SSDM/A - Cobra Faction,113,113,Government of South Sudan,3563,3563,SSDM/A - Cobra Faction,1,"""All Africa,2013-04-30,South Accuses Jonglei Rebels of New Attack After Presidential Amnesty""",All Africa,2013-04-30,South Accuses Jonglei Rebels of New Attack After Presidential Amnesty,,2,Boma town,,Jonglei state,Pibor county,6.179852,34.390767,POINT (34.390767 6.179852),138669,South Sudan,626,Africa,1,1,04/27/2013 00:00:00,04/27/2013 00:00:00,0,0,0,2,2,2,2,
63872,,2013,True,Clear,1,309,309,Sudan:Government,11988,11988,Government of Sudan - SRF,112,112,Government of Sudan,1162,1162,SRF,1,"""All Africa,2013-05-01,UN Peacekeeping Chief Urges Council to Halt Darfur Fighting""",All Africa,2013-05-01,UN Peacekeeping Chief Urges Council to Halt Darfur Fighting,,5,Darfur,,,,13.000000,25.000000,POINT (25.000000 13.000000),148731,Sudan,625,Africa,2,4,04/06/2013 00:00:00,04/17/2013 00:00:00,0,0,0,51,51,51,51,
63875,,2013,True,Clear,1,309,309,Sudan:Government,11988,11988,Government of Sudan - SRF,112,112,Government of Sudan,1162,1162,SRF,1,"""All Africa,2013-05-01,Rebels Claim Bombing Sudan's Kadugli Airport""",All Africa,2013-05-01,Rebels Claim Bombing Sudan's Kadugli Airport,,1,Kadugli town,,Southern Kordofan state,Kadugli district,11.016667,29.716667,POINT (29.716667 11.016667),145860,Sudan,625,Africa,1,1,04/29/2013 00:00:00,04/29/2013 00:00:00,0,0,0,0,0,4,0,
63876,,2013,True,Clear,2,12388,11712,Beni Halba Baggara - Gimir,12388,12388,Beni Halba Baggara - Gimir,995,995,Beni Halba Baggara,1923,1923,Gimir,1,"""Agence France Presse,2013-05-03,At least 80 dead in Darfur tribal battles, leaders say""",Agence France Presse,2013-05-03,"At least 80 dead in Darfur tribal battles, leaders say",,4,Southern Darfur state,,Southern Darfur state,,11.500000,24.666667,POINT (24.666667 11.500000),146570,Sudan,625,Africa,1,1,05/03/2013 00:00:00,05/03/2013 00:00:00,37,44,0,0,81,138,81,
63877,,2013,False,Clear,2,5584,4974,Misseriya - Ngok Dinka,5584,5584,Misseriya - Ngok Dinka,1025,1025,Misseriya,1005,1005,Ngok Dinka,2,"""Agence France Presse,2013-05-05,High tension after tribal chief, peacekeeper die in Abyei"";""All Africa,2013-05-06,Sudan's Ruling NCP Calls for Restraint in Wake of Abyei Killings""",Agence France Presse;All Africa,2013-05-05;2013-05-06,"High tension after tribal chief, peacekeeper die in Abyei;Sudan's Ruling NCP Calls for Restraint in Wake of Abyei Killings",,3,Abyei district,,Southern Kordofan state,Abyei district,9.595000,28.436000,POINT (28.436000 9.595000),143697,Sudan,625,Africa,1,1,05/04/2013 00:00:00,05/04/2013 00:00:00,17,2,0,2,21,21,21,
63879,,2013,True,Clear,1,309,309,Sudan:Government,11988,11988,Government of Sudan - SRF,112,112,Government of Sudan,1162,1162,SRF,1,"""All Africa,2013-05-08,'Sudan' Air Raid Kills 16 Civilians Near Abu Karshola, South Kordofan""",All Africa,2013-05-08,"'Sudan' Air Raid Kills 16 Civilians Near Abu Karshola, South Kordofan",,2,Abu Kershola town,,South Kordofan state,Rashad district,12.143723,30.789585,POINT (30.789585 12.143723),147302,Sudan,625,Africa,1,1,05/04/2013 00:00:00,05/04/2013 00:00:00,0,0,0,0,0,16,0,
63882,,2013,True,Clear,1,309,309,Sudan:Government,11988,11988,Government of Sudan - SRF,112,112,Government of Sudan,1162,1162,SRF,2,"""All Africa,2013-05-08,SRF Claims 'Heavy Losses' On Sudan Forces in Kordofan"";""All Africa,2013-05-09,Sudan - Conflicting Casualty Reports in South Kordofan Battle""",All Africa;All Africa,2013-05-08;2013-05-09,SRF Claims 'Heavy Losses' On Sudan Forces in Kordofan;Sudan - Conflicting Casualty Reports in South Kordofan Battle,,1,Abu Kershola town,,Southern Kordofan state,Rashad district,12.143723,30.789585,POINT (30.789585 12.143723),147302,Sudan,625,Africa,1,1,05/06/2013 00:00:00,05/06/2013 00:00:00,0,0,0,0,0,60,0,
63883,,2013,True,Clear,3,356,530,TTP - Civilians,356,997,TTP - Civilians,356,356,TTP,9999,1,Civilians,2,"""Press Trust of India,2013-02-21,1 killed, 10 wounded in blast in northwest Pakistan"";""Associated Press Newswires,2013-02-21,Police: Bomb blast at mall in northwestern Pakistan kills 1 person, wounds 12""",Press Trust of India;Associated Press Newswires,2013-02-21;2013-02-21,"1 killed, 10 wounded in blast in northwest Pakistan;Police: Bomb blast at mall in northwestern Pakistan kills 1 person, wounds 12",Officials,1,Peshawar Town,,Khyber Pakhtunkwa Province,Peshawar District,34.016667,71.583333,POINT (71.583333 34.016667),179064,Pakistan,770,Asia,1,1,02/21/2013 00:00:00,02/21/2013 00:00:00,0,0,1,0,1,1,1,
63884,,2013,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,1,"""SATP,2014-01-01,Major incidents of Terrorism-related violence in Pakistan - 2013""",SATP,2014-01-01,Major incidents of Terrorism-related violence in Pakistan - 2013,SATP,5,Upper Tehsil,,Federally Administered Tribal Areas,Orakzai Agency,33.670970,70.775148,POINT (70.775148 33.670970),178342,Pakistan,770,Asia,1,1,02/20/2013 00:00:00,02/20/2013 00:00:00,0,8,0,0,8,8,8,
63886,,2013,True,Clear,3,112,480,Government of Sudan - Civilians,112,947,Government of Sudan - Civilians,112,112,Government of Sudan,9999,1,Civilians,1,"""All Africa,2013-05-10,'Sudan Forces Now Targeting Civilians' Camp Leader Says""",All Africa,2013-05-10,'Sudan Forces Now Targeting Civilians' Camp Leader Says,,4,Southern Darfur state,,Southern Darfur state,,11.500000,24.666667,POINT (24.666667 11.500000),146570,Sudan,625,Africa,1,1,05/06/2013 00:00:00,05/06/2013 00:00:00,0,0,2,0,2,2,2,
63887,,2013,True,Clear,3,112,480,Government of Sudan - Civilians,112,947,Government of Sudan - Civilians,112,112,Government of Sudan,9999,1,Civilians,1,"""All Africa,2013-05-13,Darfur - Seven Die, Four Raped in Dreige Area""",All Africa,2013-05-13,"Darfur - Seven Die, Four Raped in Dreige Area",,3,Nyala district,,Southern Darfur state,Nyala district,12.050000,24.883333,POINT (24.883333 12.050000),147290,Sudan,625,Africa,1,1,05/07/2013 00:00:00,05/07/2013 00:00:00,0,0,2,0,2,2,2,
63888,,2013,True,Clear,1,309,309,Sudan:Government,11988,11988,Government of Sudan - SRF,112,112,Government of Sudan,1162,1162,SRF,2,"""All Africa,2013-05-14,Sudan Rebels 'Destroy' Convoy in Kordofan - Threats From Khartoum"";""All Africa,2013-05-15,Attack On Abu Karshola Leaves 411 Sudan Soldiers Dead - Rebels""",All Africa;All Africa,2013-05-14;2013-05-15,Sudan Rebels 'Destroy' Convoy in Kordofan - Threats From Khartoum;Attack On Abu Karshola Leaves 411 Sudan Soldiers Dead - Rebels,,1,Abu Kershola town,,Southern Kordofan state,Rashad district,12.143723,30.789585,POINT (30.789585 12.143723),147302,Sudan,625,Africa,1,1,05/13/2013 00:00:00,05/13/2013 00:00:00,0,0,0,2,2,411,2,
